PLAIN-3	breast cancer cells feed on cholesterol
PLAIN-2745	bacterial vaginosis and diet
PLAIN-2745	a more plantbased diet may help prevent vaginal infections  one of the most common gynecological problems of young women
PLAIN-2746	a placebocontrolled clinical trial of lavender essential oil aromatherapy shows it to be an effective migraine therapy
PLAIN-2746	lavender for migraine headaches
PLAIN-2747	in a doubleblind study  lavender oil worked as well as the valiumlike drug lorazepam  ativan  for relief of persistent anxiety  though there are concerns about estrogenic effects
PLAIN-2747	lavender for generalized anxiety disorder
PLAIN-2748	we ve known our mental state can affect our gut flora  but might our good bacteria be affecting our mental state
PLAIN-2748	gut feelings  probiotics and mental health
PLAIN-2751	probiotics may help prevent antibioticassociated diarrhea and appear to speed recovery from acute gastroenteritis
PLAIN-2751	preventing and treating diarrhea with probiotics
PLAIN-2752	modest lifestyle changes that include the avoidance of alcohol may cut the odds of breast cancer in half  but certain grapes appear to contain natural aromatase inhibitors that may undermine the ability of breast tumors to produce their own estrogen
PLAIN-2752	breast cancer risk  red wine vs white wine
PLAIN-2753	cooked white mushroom consumption stimulates antibody production while potentially still playing an antiinflammatory role
PLAIN-2753	boosting immunity while reducing inflammation
PLAIN-2754	black raspberries versus oral cancer
PLAIN-2754	black raspberries may cause complete clinical regression of precancerous oral lesions  oral intraepithelial neoplasia
PLAIN-2755	a randomized phase 2 clinical trial on the ability of strawberries to reverse the progression to esophageal cancer
PLAIN-2755	strawberries versus esophageal cancer
PLAIN-2756	drug companies and supplement manufacturers have yet to isolate the components of cranberries that suppress cancer cell growth
PLAIN-2756	cranberries versus cancer
PLAIN-2757	the ability of eleven common fruits to suppress cancer cell growth in vitro was compared  which was most effective  apples  bananas  cranberries  grapefruits  grapes  lemons  oranges  peaches  pears  pineapples  or strawberries
PLAIN-2757	which fruit fights cancer better
PLAIN-2758	about half of doctors admit to intentionally deceiving patients by prescribing placebos  but might the ends justify the means
PLAIN-2758	the lie that heals  should doctors give placebos
PLAIN-2761	does a drink of water make children smarter
PLAIN-2761	most children don t drink water from when they wake to when they go off to school  interventional trials show this mild state of dehydration may negatively affect scholastic performance
PLAIN-2762	a tablespoon a day of ground flaxseeds appears to improve ovarian function and is considered a firstline therapy for breast pain associated with one s period  cyclical mastalgia
PLAIN-2762	flax seeds for breast pain
PLAIN-2763	carnitine  choline  cancer and cholesterol  the tmao connection
PLAIN-2763	expanding on the subject of my upcoming appearance on the dr oz show  a landmark new article in the new england journal of medicine shows that choline in eggs  poultry  dairy and fish produces the same toxic tmao as carnitine in red meat  which may help explain plantbased protection from heart disease and prostate cancer
PLAIN-2764	plantbased diets appear to offer relief from a variety of menstrual symptoms  including cramping  bloating  and breast pain  cyclical mastalgia
PLAIN-2764	plantbased diets for breast pain
PLAIN-2765	longstanding concerns about certain isolated components of the spice tarragon have broadened into questions about the safety of even the leaves themselves
PLAIN-2765	the safety of tarragon
PLAIN-2766	don t eat too much nutmeg
PLAIN-2766	the spice nutmeg may have a relatively narrow margin of safety
PLAIN-2767	cinnamon can no longer be considered a safe and effective treatment for diabetes
PLAIN-2767	update on cinnamon for blood sugar control
PLAIN-2768	two theories about the buildup of subcutaneous fat  involving the chemical spermine and the hormone adiponectin  suggest a plantbased diet may help with cellulite
PLAIN-2768	can cellulite be treated with diet
PLAIN-2771	lignan intake is associated with improved breast cancer survival in three recent population studies following a total of thousands of women after diagnosis
PLAIN-2771	flaxseeds  breast cancer survival  epidemiological evidence
PLAIN-2772	flaxseeds  breast cancer prevention
PLAIN-2772	young women at high risk for breast cancer given just a teaspoon of ground flaxseeds a day showed fewer precancerous changes
PLAIN-2773	fiber vs breast cancer
PLAIN-2773	inadequate fiber intake appears to be a risk factor for breast cancer  which can explain why women eating plantbased diets may be at lower risk
PLAIN-2774	instead of treating sensitive skin topically  with lotions and creams  why not treat it from the inside out with diet
PLAIN-2774	flaxseeds for sensitive skin
PLAIN-2775	a tablespoon of daily ground flax seeds for a month appears to improve fasting blood sugars  triglycerides  cholesterol  and hemoglobin a1c levels in diabetics
PLAIN-2775	flaxseed vs diabetes
PLAIN-2776	researchers set out to find out what it was about a flaxseedsupplemented lower fat diet that so effectively appeared to decrease prostate cancer growth
PLAIN-2776	was it the flaxseed  fat restriction  or both
PLAIN-2777	flaxseed vs prostate cancer
PLAIN-2777	what happens when men with prostate cancer and prostatic intraepithelial neoplasia  pin  are placed on a relatively lowfat diet supplemented with ground flaxseeds
PLAIN-2778	hundreds of thousands of americans are salmonella poisoned by poultry every year  yet it remains legal to sell meat proven to be contaminated
PLAIN-2778	salmonella in chicken  turkey  deadly but not illegal
PLAIN-2781	the average number of bowel movements a week is compared between those eating prunes  those taking a fiber supplement  and those eating a strictly plantbased diet
PLAIN-2781	prunes vs metamucil vs vegan diet
PLAIN-2782	dried apples  dates  figs or prunes for cholesterol
PLAIN-2782	a comparison of the cholesterollowering potential of four dried fruit  apples  dates  figs  and plums
PLAIN-2783	eggs vs cigarettes in atherosclerosis
PLAIN-2783	a similar exponential increase in carotid artery plaque buildup was found for smokers and egg eaters
PLAIN-2784	herbal tea update  rooibos  nettle
PLAIN-2784	rooibos  red  tea may reduce stress levels by suppressing adrenal gland function  nettle tea is mineral rich but may have estrogenic side effects
PLAIN-2785	herbal tea update  hibiscus
PLAIN-2785	hibiscus tea elevates the antioxidant level of one s bloodstream within an hour of consumption
PLAIN-2786	treating parkinson s disease with diet
PLAIN-2786	plantbased diets in general and certain plant foods in particular may be used to successfully treat parkinson s disease in part by boosting ldopa levels
PLAIN-2787	preventing parkinson s disease with diet
PLAIN-2787	low levels of neurotoxic chemicals in cheese may explain the connection between dairy product consumption and parkinson s disease
PLAIN-2788	an independent review of the effects of açaí berries was recently published  including studies on immune function  arthritis  and metabolic parameters
PLAIN-2788	clinical studies on acai berries
PLAIN-2791	can gargling prevent the common cold
PLAIN-2791	gargling  as commonly practiced in japan  can not only soothe a sore throat  but may even prevent one
PLAIN-2792	sharing one s home with a cat or dog may decrease the risk of infectious diseases in children  including ear infections  respiratory illnesses  and gastroenteritis
PLAIN-2792	are cats or dogs more protective for children s health
PLAIN-2793	foodborne rabies
PLAIN-2793	the consumption of cat and dog meat may be playing a role in  massive human rabies epidemics  in asia   some people may find some of the concepts and images in this video disturbing
PLAIN-2794	is vitamin d3 better than d2
PLAIN-2794	vitamin d3  sourced from sunlight exposure  animal  and plant sources may be preferable to vitamin d2 sourced from fungi
PLAIN-2795	does coconut oil clog arteries
PLAIN-2795	sellers of coconut oil use a beef industry tactic to downplay the risks associated with the saturated fat in their products
PLAIN-2796	does coconut oil cure alzheimer s
PLAIN-2796	though there have been more than a thousand papers published on coconut oil in medical journals  there is little evidence it helps with alzheimer s disease
PLAIN-2797	those eating more sour fruit may risk greater erosion of their tooth enamel  especially if teeth are brushed in a softened state   but there s a simple solution
PLAIN-2797	plantbased diets  dental health
PLAIN-2798	plantbased diets  oral health
PLAIN-2798	plantbased diets may help protect against oral cancer and periodontal  gum  disease  a leading cause of tooth loss
PLAIN-2801	garlic and flavonoid phytonutrients found in fruits  vegetables  greens  and grains appear to protect against dna damage induced by mutagenic chemicals found in cooked meat
PLAIN-2801	cancer  interrupted  garlic  flavonoids
PLAIN-2802	cancer  interrupted  green tea
PLAIN-2802	using the cooked meat carcinogen phip to turn normal breast cells cancerous  researchers explore the use of green tea to interrupt this malignant transformation
PLAIN-2803	heterocyclic amines in eggs  cheese  and creatine
PLAIN-2803	even vegetarians could potentially be exposed to the carcinogens typically formed by cooking meat through eggs  cheese  creatine sports supplements  and cigarette smoke
PLAIN-2804	those who eat meat risk food poisoning from undercooked meat  but also exposure to cooked meat carcinogens in wellcooked meat  by boiling meat  nonvegetarians can mediate their risk of both
PLAIN-2804	reducing cancer risk in meateaters
PLAIN-2805	the cooked meat carcinogen phip found in fried bacon  fish  and chicken may not only trigger cancer and promote tumor growth  but also increase its metastatic potential by increasing its invasiveness
PLAIN-2805	phip  the three strikes breast carcinogen
PLAIN-2806	dnadamaging chemicals formed when meat is cooked stimulate breast cancer cells almost as much as pure estrogen and can infiltrate the ducts where most breast cancers arise
PLAIN-2806	estrogenic cooked meat carcinogens
PLAIN-2807	how plantbased does one s diet need to be to effectively treat fibromyalgia
PLAIN-2807	fibromyalgia vs mostly raw  mostly vegetarian diets
PLAIN-2808	fibromyalgia vs vegetarian  raw vegan diets
PLAIN-2808	plantbased diets may be effective for the treatment of fibromyalgia  a painful condition suffered by millions
PLAIN-2811	meat and sugar increase uric acid levels  which are associated with increased risk of gout  hypertension  high blood pressure   obesity  prediabetes  diabetes  kidney disease and cardiovascular disease
PLAIN-2811	flesh and fructose
PLAIN-2812	human beings lost the ability to detoxify uric acid millions of years ago  what implications does this have for our health today
PLAIN-2812	miocene meteorites and uric acid
PLAIN-2813	eating fibercontaining foods  especially nuts  during adolescence may significantly lower the risk of developing potentially precancerous fibrocystic breast disease  fibroadenomas
PLAIN-2813	tree nuts or peanuts for breast cancer prevention
PLAIN-2814	preventing breast cancer by any greens necessary
PLAIN-2814	which was associated with lowest breast cancer risk in africanamerican women  apples  bananas  broccoli  cabbage  cantaloupe  carrots  collard greens  grapefruit  oranges  spinach  tomatoes  or sweet potatoes
PLAIN-2815	mushrooms  green tea  and soy consumption may decrease breast cancer risk  but how many mushrooms  how much green tea  and what s the best soy strategy
PLAIN-2815	why do asian women have less breast cancer
PLAIN-2816	breast cancer vs mushrooms
PLAIN-2816	researchers pit plain white mushrooms against breast cancer cells in vitro to measure aromatase activity and estimate how many mushrooms women may want to strive to include in their daily diet
PLAIN-2817	the consumption of three portions of whole grains a day appears as powerful as high blood pressure medications in alleviating hypertension
PLAIN-2817	whole grains may work as well as drugs
PLAIN-2818	plantbased diets appear to protect against metabolic syndrome  also known as syndrome x  which is characterized by the socalled  deadly quartet   abdominal obesity  high fasting sugars  high triglycerides  and high blood pressure
PLAIN-2818	metabolic syndrome and plantbased diets
PLAIN-2821	98  of american diets potassium deficient
PLAIN-2821	less than 2  of americans achieve even the recommended minimum adequate intake of potassium due primarily to inadequate plant food intake
PLAIN-2822	meat may exceed daily allowance of irony
PLAIN-2822	the foreign meat molecule neu5gc may not only contribute to the progression of cancer and heart disease by supplying inflammation  but also set children up for lifethreatening reactions to e coli toxins originating in the same animal products
PLAIN-2823	the foreign meat molecule neu5gc builds up in human tumors and atherosclerotic plaques and may play an inflammatory role in the progression of both diseases
PLAIN-2823	nonhuman molecules lining our arteries
PLAIN-2824	cancer may use a molecule found in animal products to trick our immune system into feeding it with inflammation
PLAIN-2824	how tumors use meat to grow  xenoautoantibodies
PLAIN-2825	plantbased diets may help rheumatoid arthritis by decreasing exposure to an inflammatory compound found in animal products
PLAIN-2825	the inflammatory meat molecule neu5gc
PLAIN-2826	plantbased diets may be protective against multiple sclerosis because igf1 can prevent our immune system from eliminating autoimmune cells
PLAIN-2826	clonal deletion theory of immunity
PLAIN-2827	we may have a billion different types of antibodyreleasing cells in our immune system  such that each recognizes a different molecular signature
PLAIN-2827	clonal selection theory of immunity
PLAIN-2828	cancer as an autoimmune disease
PLAIN-2828	because certain tumors such as breast cancers thrive in settings of lowgrade inflammation  our immune response can sometimes facilitate tumor growth
PLAIN-2831	how diet soda could make us gain weight
PLAIN-2831	people consuming low calorie sweeteners may overcompensate by eating more than they otherwise would
PLAIN-2832	erythritol may be a sweet antioxidant
PLAIN-2832	the natural sweetener erythritol does not appear to carry the adverse effects associated with other low and noncaloric natural and artificial sweeteners and may actually have antioxidant potential
PLAIN-2833	aspartame may be the reason that diet soda consumption during pregnancy has been linked to premature birth
PLAIN-2833	diet soda and preterm birth
PLAIN-2834	aspartameinduced fibromyalgia
PLAIN-2834	case reports of fibromyalgia chronic pain sufferers cured by removing the artificial sweetener aspartame  nutrasweet  from their diets
PLAIN-2835	this week consumer reports released a study showing the majority of retail pork tested was contaminated with antibiotic resistant strains of the foodborne bacteria yersinia enterocolitica
PLAIN-2835	yersinia in pork
PLAIN-2836	breaking news video  an analysis of yesterday s consumer reports finding that 1 in 5 samples of retail pork tested positive for the growthpromoting drug ractopamine  tomorrow  i will cover their findings on yersinia contamination
PLAIN-2836	ractopamine in pork
PLAIN-2837	meat mythcrushers
PLAIN-2837	meat industry public relations campaign to  crush  myths makes false claim about the millions of pounds of antibiotics fed to farm animals
PLAIN-2838	what happens to the antioxidant content of seeds  grains  and beans when you sprout them
PLAIN-2838	antioxidants sprouting up
PLAIN-2841	prolonged daily sitting is associated with a shorter lifespan  even in those who exercise regularly  standing and treadmill desks are two potential solutions for office workers
PLAIN-2841	standing up for your health
PLAIN-2842	what dietary intervention may significantly protect against wrinkles in the crow s foot area around the eyes
PLAIN-2842	preventing wrinkles with diet
PLAIN-2843	some foods appear protective against the development of skin wrinkles  while others may make them worse
PLAIN-2843	beauty is more than skin deep
PLAIN-2844	for decades  studies on gerson therapy for cancer have questioned its safety and efficacy  but what does the latest headtohead trial of a gersonstyle regime versus chemotherapy for pancreatic cancer show in terms of survival and quality of life
PLAIN-2844	gersonstyle therapy vs chemotherapy
PLAIN-2845	gerson therapy is a largely dietbased alternative treatment for cancer  what have 65 years of medical research concluded about its efficacy and safety
PLAIN-2845	gerson therapy for cancer
PLAIN-2846	do compounded bioidentical hormones for menopause carry the same risks as conventional hormone replacement drugs such as premarin
PLAIN-2846	plantbased bioidentical hormones
PLAIN-2847	changing protein recommendations
PLAIN-2847	a research group is suggesting that human protein requirements may have been underestimated
PLAIN-2848	ergothioneine  a new vitamin
PLAIN-2848	if the antioxidant amino acid ergothioneine does indeed turn out to be an essential nutrient  what are the best dietary sources
PLAIN-2851	lowering dietary antibiotic intake
PLAIN-2851	what a few days eating vegetarian can do to the level of antibiotics and phthalates flowing through one s body
PLAIN-2852	the wrong way to detox
PLAIN-2852	the reason birth order is a predictor of pollutant levels in the bodies of children is that women can pass along as much as half of their pcb burden to their fetus during pregnancy
PLAIN-2853	the best baby formula
PLAIN-2853	exclusive breastfeeding for a full six months may ironically improve our children s taste for vegetables  whereas children fed formula grow up with increased rates of inflammatory diseases such as asthma  cancer  and diabetes
PLAIN-2854	plants vs pesticides
PLAIN-2854	phytonutrients found in certain foods may protect against the toxic effects of industrial pollutants such as dioxin and ddt  suggesting a dual role for plantbased diets to reduce both exposure and subsequent damage
PLAIN-2855	food sources of perfluorochemicals
PLAIN-2855	where do ddt  hexachlorobenzene  pcbs  and perfluorochemicals  linked to thyroid disease  concentrate in the food supply
PLAIN-2856	based on the halflife of industrial pollutants children may be exposed to in the womb or at the breast  how many years does it take for them to detoxify their bodies  assuming they re brought up on a healthy diet
PLAIN-2856	how fast can children detoxify from pcbs
PLAIN-2857	are pregnant women who eat fish  other meat  and dairy still passing along the pesticide ddt even decades after it was banned
PLAIN-2857	ddt in umbilical cord blood
PLAIN-2858	food sources of flame retardant chemicals
PLAIN-2858	other than pet food and fish  which may be most contaminated  how do fire retardant chemicals  pbde  and polychlorinated naphthalenes  pcn  concentrate in the american food supply
PLAIN-2861	pesticides in chinese bamboo shoots
PLAIN-2861	cans of bamboo shoots imported from china may have concerning levels of pesticide contamination
PLAIN-2862	president s cancer panel report on environmental risk
PLAIN-2862	the official national cancer institute report on the  unacceptable  burden of cancer stemming from industrial chemical pollutants is strongly worded  but lacks sufficient dietary guidance
PLAIN-2863	cdc report on environmental chemical exposure
PLAIN-2863	the latest national survey on the levels of chemical pollutants such as heavy metals  toxic solvents  endocrinedisrupters  flameretardant chemicals  pcbs  and pesticides such as ddt in the bodies of pregnant and nonpregnant americans
PLAIN-2864	saffron vs prozac
PLAIN-2864	a headtohead test of the spice saffron versus prozac for the treatment of clinical depression
PLAIN-2865	wake up and smell the saffron
PLAIN-2865	even the scent of the spice saffron may reduce stress hormone levels and ease the psychological symptoms of pms
PLAIN-2866	saffron for the treatment of pms
PLAIN-2866	the spice saffron appears to improve both the emotional and physical symptoms of premenstrual syndrome
PLAIN-2867	eating green to prevent cancer
PLAIN-2867	chlorophyll  the most ubiquitous plant pigment in the world  may protect our dna against mutation by intercepting carcinogens
PLAIN-2868	consumer acceptance is the main barrier to the consumption of edible insects
PLAIN-2868	bug appétit  barriers to entomophagy
PLAIN-2871	modern meat not ahead of the game
PLAIN-2871	since chronic inflammation underlines many disease processes and saturated fat appears to facilitate the endotoxic inflammatory reaction to animal products  researchers have looked to wild animals for less unhealthy meat options
PLAIN-2872	an evolutionary argument for a plantbased diet is presented  in contrast to  paleo  fad diets
PLAIN-2872	paleolithic lessons
PLAIN-2873	lower levels of the cancer promoting growth hormone igf1 in those eating vegan is not expected to affect their accumulation of muscle mass
PLAIN-2873	plantbased bodybuilding
PLAIN-2874	how much soy is too much
PLAIN-2874	to maintain the low igf1 levels associated with a plantbased diet  one should probably eat no more than 35 servings of soy foods a day
PLAIN-2875	vegans consuming 718 servings of soy foods a day may end up with circulating igf1 levels comparable to those who eat meat
PLAIN-2875	too much soy may neutralize benefits
PLAIN-2876	animalistic plant proteins
PLAIN-2876	while animal proteins increase levels of the cancerpromoting growth hormone igf1  and most plant proteins bring levels down   high quality  plant proteins such as soy may not significantly affect levels in either direction  this  however  may depend on the quantity consumed
PLAIN-2877	higher quality may mean higher risk
PLAIN-2877	the reason animal proteins trigger the release of the cancerpromoting growth hormone igf1 more than plant proteins may be because the relative ratios of amino acids in animal proteins more closely resembles our own
PLAIN-2878	animal protein consumption triggers the release of the cancerpromoting growth hormone igf1
PLAIN-2878	protein intake  igf1 production
PLAIN-2881	congenital igf1 deficiency can lead to laron syndrome  a type of dwarfism   but with such low growth hormone levels those with the condition have dramatically lower cancer rates  this raises the question of whether one can achieve the best of both worlds by ensuring adequate igf1 levels during childhood while then suppressing excess growth promotion in adulthood
PLAIN-2881	cancerproofing mutation
PLAIN-2882	insulinlike growth factor  igf1  is a natural human growth hormone instrumental in normal growth during childhood  but in adulthood can promote abnormal growth  the proliferation  spread  metastasis   and invasion of cancer
PLAIN-2882	igf1 as onestop cancer shop
PLAIN-2883	prostate vs plants
PLAIN-2883	all men should consider eating a prostatehealthy diet  which includes legumes  beans  peas  lentils  soy   certain vegetables  like garlic and onions   certain seeds  flax seeds   and the avoidance of refined grains  eggs  and poultry
PLAIN-2884	benign prostatic hyperplasia  or bph  an enlarged prostate gland  affects 80  of older men  but like many other western chronic diseases it appears to be a consequence of our diet
PLAIN-2884	some prostates are larger than others
PLAIN-2885	whose blood is better at killing cancer cells  people who eat a standard diet and exercise strenuously or those who eat a plantbased diet and just exercise moderately
PLAIN-2885	is it the diet  the exercise  or both
PLAIN-2886	two weeks on a plantbased diet appears to significantly enhance cancer defenses against breast cancer and colon cancer cells  the blood of those eating a vegan diet for a year suppresses cancer cell growth nearly eight times better
PLAIN-2886	ex vivo cancer proliferation bioassay
PLAIN-2887	lifestyle medicine pioneer nathan pritikin  who reversed his own heart disease through diet and went on to help millions of others  wasn t a doctor or dietician but an engineer
PLAIN-2887	engineering a cure
PLAIN-2888	a workplace dietary intervention study at geico corporate headquarters demonstrates the power of plantbased eating
PLAIN-2888	slimming the gecko
PLAIN-2891	common slimming supplements are found to be ineffective  whereas a diet centered on whole plant foods is described as perhaps the safest approach to weight control
PLAIN-2891	diet pills do fat a lot of good
PLAIN-2892	within a matter of weeks  participants placed on the vegan diet outlined by the prophet daniel experienced improvements in blood pressure  cholesterol and insulin levels  insulin resistance  and creactive protein levels  a marker of inflammation within the body
PLAIN-2892	biblical daniel fast put to the test
PLAIN-2893	tightening the bible belt
PLAIN-2893	researchers set out to replicate the  daniel fast   the biblical nutrition trial outlined in daniel 1  816
PLAIN-2894	waist circumference less than half your height
PLAIN-2894	waisttoheight ratio may be a better predictor of disease than body mass index
PLAIN-2895	meat consumption is not only associated with weight gain  but specifically abdominal obesity  which is the most metabolically concerning
PLAIN-2895	cattlemen  s association has beef with study
PLAIN-2896	in one of the largest nutrition studies ever  total meat consumption was significantly associated with weight gain in men and women  and the link remained even after controlling for calories
PLAIN-2896	meat and weight gain in the panacea study
PLAIN-2897	when asked whether food and beverage consumption or physical activity was more important  the majority of people get the answer wrong
PLAIN-2897	diet vs exercise for weight loss
PLAIN-2898	the water content of plant foods may help explain why those eating plantbased diets are  on average  so slim  can ice be thought of as having even  fewer  calories than water since the body has to warm it up
PLAIN-2898	the ice diet
PLAIN-2901	the good bacteria in our gut can digest the fiber we eat and turn it into an antiobesity compound called propionate that we absorb back into our system
PLAIN-2901	fawning over flora
PLAIN-2902	flavonoid phytonutrients  found concentrated in citrus  berries  red onions  beans  green tea  grapes  and cocoa  may boost metabolism enough to significantly slim one s waistline
PLAIN-2902	fat burning via flavonoids
PLAIN-2903	fat burning via arginine
PLAIN-2903	the arginine content of nuts may explain their metabolism boosting effects  though in a list of the top food sources of arginine  nuts don t even make the top ten
PLAIN-2904	testing the fat burning theory
PLAIN-2904	finally there  s a solution to the mystery of why nuts don t seem to make people gain weight  it appears to be a combination of factors including a boost to our metabolism  which results in us burning more of our own fat stores
PLAIN-2905	an elegant study is presented testing the appetitesuppressing effects of walnuts
PLAIN-2905	testing the dietary compensation theory
PLAIN-2906	if the fecal fat losses associated with undigested pieces of nuts  due to inadequate chewing  and the tedium of shelling them in the first place helps account for why nuts don t tend to lead to weight gain  then studies on nut butters would presumably turn out differently
PLAIN-2906	testing the pistachio principle
PLAIN-2907	solving the mystery of the missing calories
PLAIN-2907	a few theories have been proposed as to why nuts don t appear to contribute to weight gain  including the  pistachio principle  and the fecal excretion theory
PLAIN-2908	nuts and obesity  the weight of evidence
PLAIN-2908	nut consumption does not appear to lead to the expected weight gain
PLAIN-2911	phytosterols are plantbased cholesterol lookalikes in nuts and seeds that help maximize our body  s excretion of excess cholesterol
PLAIN-2911	how phytosterols lower cholesterol
PLAIN-2912	how fiber lowers cholesterol
PLAIN-2912	fiber bulks  speeds  and dilutes the intestinal waste stream to facilitate the removal of excess cholesterol from the body
PLAIN-2913	nuts and bolts of cholesterol lowering
PLAIN-2913	a pooled analysis of studies on nut consumption  cholesterol levels  and risk of death from heart disease show extraordinary benefits  suggesting we should eat nuts every day
PLAIN-2914	diet versus drugs for high cholesterol
PLAIN-2914	though official recommendations are to first treat high cholesterol with dietary change  many physicians jump right to cholesterollowering medications such as statins that can have an array of adverse side effects
PLAIN-2915	a dramatic difference exists between the antiinflammatory and antioxidant effects of black walnuts versus english walnuts
PLAIN-2915	black versus english walnuts
PLAIN-2916	the true shelflife of cooking oils
PLAIN-2916	cooking oil manufacturer  bestby  dates are put to the test by comparing the development of rancidity between almond oil  avocado oil  hazelnut oil  macadamia oil  grape seed oil  rice bran oil  toasted sesame oil  and walnut oil
PLAIN-2917	the best way to boost serotonin
PLAIN-2917	the secret to naturally boosting serotonin levels in the brain may include eating foods such as pumpkin seeds with a high tryptophan to total protein ratio  this may help explain why studies show that those eating plantbased diets have superior mood states
PLAIN-2918	a better way to boost serotonin
PLAIN-2918	contrary to popular belief  the consumption of animal foods may actually decrease tryptophan levels in the brain  carbohydrates  on the other hand  can boost transport across the bloodbrain barrier  which has been used to explain premenstrual cravings
PLAIN-2921	despite promising autopsy and population data suggesting that inadequate magnesium intake is a risk factor for sudden cardiac death  it wasn t until recently that this was demonstrated in prospective studies
PLAIN-2921	mineral of the year  magnesium
PLAIN-2922	how do nuts prevent sudden cardiac death
PLAIN-2922	most men and women who die of heart disease  our  1 killer  die suddenly without any known history of heart problems  nut consumption  however  has been associated specifically with decreased risk of sudden cardiac death  which may be due to magnesium  a mineral found predominantly in whole grains  greens  beans  nuts and seeds
PLAIN-2923	iron is a doubleedged sword  if we don t absorb enough  we risk anemia  but if absorb too much we may increase our risk of cancer  heart disease  and a number of inflammatory conditions  because the human body has no mechanism to rid itself of excess iron  one should choose plantbased  nonheme  sources over which our body has some control
PLAIN-2923	risk associated with iron supplements
PLAIN-2924	new mineral absorption enhancers found
PLAIN-2924	the whole grain phytonutrient  phytic acid  phytate   partially inhibits mineral absorption  but has a widerange of healthpromoting properties such as anticancer activity  by concurrently eating mineral absorption enhancers such as garlic and onions one can get the best of both worlds by improving the bioavailability of iron and zinc in plant foods
PLAIN-2925	one mechanism by which caloric restriction may extend one s lifespan is by upregulating dehydroepiandrosterone  dhea   the most abundant steroid hormone in the human body  dhea supplements are discouraged  but there may be a natural way to conserve levels as we age
PLAIN-2925	the benefits of caloric restriction without the actual restricting
PLAIN-2926	though our life expectancy is improving  our health expectancy is not  in fact we are living fewer years without serious disease and disability
PLAIN-2926	americans are living longer but sicker lives
PLAIN-2927	what women should eat to live longer
PLAIN-2927	a competing risks analysis of the harvard nurse s health study compares the danger of smoking cigarettes to the danger of animal product consumption  cholesterol  and the benefits of plant foods  fiber  to the benefits of exercise
PLAIN-2928	plantbased diets and cellular stress defenses
PLAIN-2928	measuring the effects of a plantbased diet on the expression of hundreds of different genes at a time  a research group found that an antioxidant rich portfolio of plant foods such as berries  pomegranates  purple grapes  red cabbage  oregano  and walnuts was able to significantly modify the regulation of genes in the blood of volunteers
PLAIN-2931	treating kidney failure through diet
PLAIN-2931	not only do plantbased diets appear to prevent kidney function decline  they may also be used to treat kidney failure  even at the same protein loads  the body is able to better handle phosphorus excretion from plantbased diets  reducing the risk of metastatic calcification
PLAIN-2932	preventing kidney failure through diet
PLAIN-2932	given how vascular our kidneys are  it should comes as no surprise that animal protein  animal fat  and cholesterol are associated with declining kidney function  microalbuminurea  loss of protein in the urine   which can be an early warning sign for not only kidney failure  but also heart disease and a shortened lifespan
PLAIN-2933	now officially incorporated into the centers for disease control std treatment guidelines  the topical application of phytonutrients from green tea on external genital warts results in an astounding 100  clearance in more than half the patients testeda testament to the power of plants
PLAIN-2933	treating genital warts with green tea
PLAIN-2934	gorlin syndrome  also known as basal cell nevus syndrome  is a rare genetic condition in which one s body becomes covered in skin cancers  an astounding case is reported of a woman suffering from the syndrome whose cancer progression was apparently reversed with topical green tea body wraps
PLAIN-2934	treating gorlin syndrome with green tea
PLAIN-2935	comparing up to 6 cups of caffeinated black tea a day to water  researchers study the assertion that tea acts as a diuretic and is not as hydrating as plain water
PLAIN-2935	is caffeinated tea dehydrating
PLAIN-2936	antimutagenic activity of green versus white tea
PLAIN-2936	the ability of green versus white tea to protect against in vitro dna damage caused by a cooked chicken carcinogen  heterocyclic amine
PLAIN-2937	the high bacteria load in raw or cooked animal foods and fermented foods may trigger an endotoxemic surge of inflammation that may be exacerbated by the presence of saturated animal fat
PLAIN-2937	dead meat bacteria endotoxemia
PLAIN-2938	the exogenous endotoxin theory
PLAIN-2938	the endotoxemia  bacterial toxins in the bloodstream  that follows a meal of animal products and results in inflammation and stiffened arteries may come from the food itself rather than from one s own gut bacteria
PLAIN-2941	fighting inflammation in a nut shell
PLAIN-2941	the equivalent of eating a single walnut half per day appeared to cut the risk of dying from inflammatory disease in about half  whereas fish did not appear to play a protective role  that may be why those eating vegetarian foods have lower levels of inflammation and chronic disease risk
PLAIN-2942	antiinflammatory effects of purple potatoes
PLAIN-2942	antioxidant  antiinflammatory properties of white compared to yellow and purple potatoes  purple potatoes may also help lower high blood pressure
PLAIN-2943	inadequate fruit and vegetable intake may help explain the loss of immune function associated with aging that is linked to an increased risk of dying from pneumonia and influenza
PLAIN-2943	boosting immunity through diet
PLAIN-2944	is hydroponic basil as healthy
PLAIN-2944	the antioxidant  phytonutrient  and vitamin content of basil grown in water  hydroponic  is compared to basil grown in soil
PLAIN-2945	for the same reason aspirin should be avoided in pregnancy  chamomile has such powerful antiinflammatory properties that regular consumption may result in a serious fetal heart problem  premature constriction of the fetal ductus arteriosus  which allows the fetus to  breathe  in the womb
PLAIN-2945	chamomile tea may not be safe during pregnancy
